0,1778241869,57.740154,12.041782,16.799999,0.138900,5
1,1778241869,222556,-0.191406,-3.273438,-8.957031
1,1778241869,242692,-0.191406,-1.738281,-9.574219
1,1778241869,245343,-0.269531,-2.621094,-9.152344
1,1778241869,249272,-0.269531,-2.582031,-9.187500
1,1778241869,257371,-0.152344,-2.390625,-9.265625
1,1778241869,262474,-0.269531,-2.390625,-9.304688
1,1778241869,270575,-0.343750,-2.160156,-9.417969
1,1778241869,278157,-0.304688,-2.046875,-9.535156
2,1778241869,285668,-0.250000,0.031250,-0.031250
1,1778241869,289586,-0.152344,-2.121094,-9.535156
1,1778241869,294069,-0.152344,-2.199219,-9.492188
1,1778241869,302121,-0.039062,-2.007812,-9.652344
1,1778241869,309791,-0.039062,-1.894531,-9.726562
1,1778241869,317925,-0.074219,-2.007812,-9.492188
1,1778241869,328531,-0.343750,-1.816406,-9.609375
1,1778241869,332380,-0.230469,-1.855469,-9.570312
2,1778241869,335013,-0.015625,-0.033203,0.021484
3,1778241869,339365,-0.822327,-0.558533,0.075256,0.078125
1,1778241869,342631,-0.269531,-2.046875,-9.304688
1,1778241869,349561,-0.304688,-2.046875,-9.457031
1,1778241869,357695,-0.230469,-2.277344,-9.347656
1,1778241869,367015,-0.269531,-2.160156,-9.378906
1,1778241869,372106,-0.304688,-2.160156,-9.531250
1,1778241869,380831,-0.269531,-2.351562,-9.308594
2,1778241869,400451,-0.023438,-0.015625,-0.003906
1,1778241869,404125,-0.304688,-2.121094,-9.453125
1,1778241869,408011,-0.304688,-2.160156,-9.375000
1,1778241869,411418,-0.382812,-2.121094,-9.417969
1,1778241869,419000,-0.343750,-2.199219,-9.375000
1,1778241869,428036,-0.304688,-2.160156,-9.375000
2,1778241869,435522,-0.066406,0.035156,0.017578
1,1778241869,440159,-0.304688,-2.085938,-9.414062
1,1778241869,443032,-0.191406,-1.968750,-9.574219
1,1778241869,451093,-0.230469,-1.968750,-9.531250
1,1778241869,458652,-0.152344,-2.121094,-9.457031
1,1778241869,466814,-0.191406,-2.007812,-9.531250
1,1778241869,477893,-0.191406,-1.894531,-9.648438
1,1778241869,481876,-0.113281,-1.816406,-9.609375
2,1778241869,484507,0.035156,-0.042969,-0.031250
1,1778241869,490222,-0.269531,-2.121094,-9.570312
1,1778241869,498512,-0.343750,-2.085938,-9.308594
1,1778241869,506680,-0.343750,-1.929688,-9.375000
1,1778241869,513474,-0.382812,-2.160156,-9.378906
1,1778241869,521622,-0.343750,-2.238281,-9.343750
1,1778241869,529081,-0.343750,-2.277344,-9.378906
2,1778241869,534501,0.066406,0.011719,-0.017578
1,1778241869,539877,-0.304688,-2.312500,-9.304688
1,1778241869,546816,-0.304688,-2.312500,-9.347656
1,1778241869,551813,-0.269531,-2.277344,-9.343750
1,1778241869,564207,-0.230469,-2.351562,-9.347656
1,1778241869,568302,-0.230469,-2.199219,-9.457031
1,1778241869,577338,-0.230469,-2.046875,-9.496094
2,1778241869,584293,-0.056641,0.001953,0.000000
1,1778241869,587502,-0.230469,-1.816406,-9.652344
1,1778241869,591334,-0.230469,-1.777344,-9.648438
1,1778241869,598801,-0.269531,-1.703125,-9.652344
1,1778241869,607696,-0.191406,-2.007812,-9.492188
1,1778241869,617709,-0.230469,-1.968750,-9.453125
1,1778241869,623338,-0.343750,-2.277344,-9.343750
1,1778241869,630964,-0.191406,-2.351562,-9.347656
2,1778241869,634221,0.164062,-0.023438,-0.009766
3,1778241869,637860,-0.821594,-0.559204,0.076965,0.079773
1,1778241869,641099,-0.269531,-2.121094,-9.378906
1,1778241869,646775,-0.304688,-1.894531,-9.531250
1,1778241869,656773,-0.382812,-2.046875,-9.531250
1,1778241869,662691,-0.343750,-2.238281,-9.417969
1,1778241869,670075,-0.343750,-2.468750,-9.269531
